match_id,MAX(points.SetWinner),MEAN(points.Rally),STD(points.Rally),SUM(points.P1Ace),SUM(points.P1BreakPoint),SUM(points.P1BreakPointMissed),SUM(points.P1BreakPointWon),SUM(points.P1DoubleFault),MEAN(points.P1FirstSrvIn),SUM(points.P1ForcedError),MAX(points.P1GamesWon),MAX(points.P1Momentum),SUM(points.P1NetPoint),SUM(points.P1NetPointWon),MAX(points.P1PointsWon),SUM(points.P1UnfErr),SUM(points.P1Winner),SUM(points.P2Ace),SUM(points.P2BreakPoint),SUM(points.P2BreakPointMissed),SUM(points.P2BreakPointWon),SUM(points.P2DoubleFault),MEAN(points.P2FirstSrvIn),SUM(points.P2ForcedError),MAX(points.P2GamesWon),MAX(points.P2Momentum),SUM(points.P2NetPoint),SUM(points.P2NetPointWon),MAX(points.P2PointsWon),SUM(points.P2UnfErr),SUM(points.P2Winner),P1_1st_serve_percentage,P1_2nd_serve_percentage,P2_1st_serve_percentage,P2_2nd_serve_percentage,Wimbledon,French_Open,US_Open,Aus_Open
2011-frenchopen-2215,1,3.78125,3.174645337021605,0.0,2,0,2,0.0,0.453125,8.0,7.0,46,7,4,34.0,15.0,5.0,1.0,4,3,1,1.0,0.203125,16.0,5.0,30,3,2,29.0,13.0,6.0,0.6551724137931034,0.6666666666666666,0.7692307692307693,0.5454545454545454,0,1,0,0
2011-frenchopen-1143,2,3.3492063492063493,3.6062612672546286,1.0,2,1,1,0.0,0.36507936507936506,14.0,4.0,32,4,3,28.0,7.0,3.0,3.0,4,2,2,0.0,0.2222222222222222,15.0,6.0,72,2,2,34.0,10.0,13.0,0.6956521739130435,0.3076923076923077,0.9285714285714286,0.4166666666666667,0,1,0,0
2011-ausopen-2403,1,3.5531914893617023,3.2019593908723394,1.0,4,2,2,0.0,0.2978723404255319,10.0,6.0,47,0,0,27.0,5.0,6.0,0.0,0,0,0,2.0,0.3191489361702128,6.0,2.0,17,4,3,19.0,15.0,4.0,0.7142857142857143,0.75,0.6,0.5714285714285714,0,0,0,1
2011-frenchopen-1162,2,4.23404255319149,4.944090745779015,0.0,2,1,1,2.0,0.23404255319148937,9.0,1.0,12,2,1,18.0,15.0,2.0,2.0,4,1,3,4.0,0.3191489361702128,8.0,6.0,37,1,1,28.0,8.0,4.0,0.5454545454545454,0.2222222222222222,0.8,0.4,0,1,0,0
2011-frenchopen-2230,2,4.445652173913044,4.003745857153842,0.0,4,3,1,0.0,0.32608695652173914,18.0,6.0,60,3,3,45.0,7.0,7.0,2.0,2,1,1,1.0,0.31521739130434784,19.0,7.0,71,8,7,46.0,19.0,21.0,0.6,0.8,0.5517241379310345,0.7619047619047619,0,1,0,0
2011-frenchopen-2309,1,3.125,2.5800810417151983,0.0,4,2,2,1.0,0.2857142857142857,11.0,6.0,56,2,2,33.0,7.0,6.0,1.0,0,0,0,1.0,0.375,18.0,2.0,17,3,2,22.0,9.0,4.0,0.6875,0.8571428571428571,0.5714285714285714,0.3333333333333333,0,1,0,0
2011-usopen-2164,2,4.112903225806452,3.0947064200900867,1.0,0,0,0,0.0,0.2903225806451613,11.0,3.0,31,5,2,28.0,10.0,5.0,3.0,7,5,2,1.0,0.24193548387096775,11.0,6.0,54,5,4,33.0,12.0,12.0,0.7222222222222222,0.375,0.7333333333333333,0.6363636363636364,0,0,1,0
2011-frenchopen-1314,1,3.68,3.297741960920582,1.0,2,0,2,0.0,0.28,6.0,6.0,55,3,3,31.0,8.0,8.0,0.0,2,2,0,2.0,0.2,10.0,1.0,13,6,2,18.0,13.0,4.0,0.5714285714285714,0.7857142857142857,0.6,0.3333333333333333,0,1,0,0
2011-ausopen-2153,1,4.666666666666667,3.564641169411961,1.0,6,3,3,0.0,0.3137254901960784,6.0,6.0,63,12,9,29.0,7.0,15.0,0.0,1,0,1,0.0,0.39215686274509803,4.0,2.0,23,11,6,21.0,10.0,8.0,0.6875,0.4444444444444444,0.55,0.0,0,0,0,1
2011-frenchopen-2160,2,3.4242424242424243,3.6797182419753747,0.0,7,6,1,1.0,0.2727272727272727,19.0,3.0,34,1,1,29.0,7.0,7.0,2.0,5,2,3,1.0,0.3333333333333333,10.0,6.0,64,4,3,36.0,12.0,10.0,0.5,0.4,0.6363636363636364,0.46153846153846156,0,1,0,0
2011-frenchopen-1139,2,1.8235294117647058,2.38080559771638,1.0,1,1,0,1.0,0.27450980392156865,8.0,2.0,16,1,1,20.0,12.0,3.0,5.0,3,1,2,1.0,0.3333333333333333,9.0,6.0,55,3,1,30.0,8.0,10.0,0.5714285714285714,0.5,0.7647058823529411,0.7142857142857143,0,1,0,0
2011-ausopen-1208,2,5.666666666666667,4.641300105214773,0.0,0,0,0,0.0,0.3333333333333333,7.0,0.0,6,5,3,7.0,10.0,4.0,3.0,4,1,3,1.0,0.24242424242424243,1.0,6.0,66,3,3,25.0,2.0,8.0,0.45454545454545453,0.0,1.0,0.8,0,0,0,1
2011-usopen-1164,2,3.982142857142857,3.640634667090449,1.0,1,0,1,3.0,0.2857142857142857,10.0,3.0,33,12,7,24.0,12.0,8.0,3.0,4,2,2,2.0,0.32142857142857145,9.0,6.0,56,5,4,31.0,7.0,9.0,0.5625,0.6363636363636364,0.8333333333333334,0.4,0,0,1,0
2011-usopen-1148,2,5.29,5.1371001527902855,1.0,4,3,1,4.0,0.4,12.0,6.0,40,18,15,47.0,24.0,14.0,3.0,4,3,1,1.0,0.26,15.0,7.0,70,14,8,52.0,18.0,16.0,0.675,0.5714285714285714,0.7692307692307693,0.6428571428571429,0,0,1,0
2011-frenchopen-2157,1,3.0714285714285716,2.8707491754169934,0.0,7,5,2,2.0,0.3142857142857143,12.0,6.0,57,5,2,37.0,11.0,11.0,0.0,2,1,1,3.0,0.3142857142857143,10.0,4.0,35,6,2,32.0,16.0,9.0,0.6363636363636364,0.6,0.6363636363636364,0.4,0,1,0,0
2011-frenchopen-1201,1,3.9625,3.7566607512523666,3.0,4,1,3,2.0,0.375,16.0,7.0,72,3,1,45.0,10.0,13.0,0.0,6,4,2,1.0,0.275,18.0,5.0,40,11,6,34.0,14.0,8.0,0.6666666666666666,0.5,0.5,0.4,0,1,0,0
2011-wimbledon-1309,1,5.069444444444445,4.513910858258803,2.0,4,2,2,0.0,0.3333333333333333,12.0,6.0,67,10,7,38.0,9.0,10.0,1.0,4,3,1,0.0,0.25,20.0,4.0,50,5,3,33.0,8.0,12.0,0.625,0.5714285714285714,0.5555555555555556,0.5333333333333333,1,0,0,0
2011-frenchopen-2307,1,3.175438596491228,3.1798630193854476,0.0,5,3,2,0.0,0.3333333333333333,9.0,6.0,53,4,4,32.0,5.0,5.0,2.0,0,0,0,2.0,0.3508771929824561,10.0,2.0,22,7,2,24.0,17.0,10.0,0.631578947368421,0.8571428571428571,0.55,0.625,0,1,0,0
2011-ausopen-1701,2,7.171875,7.1748119548390665,2.0,0,0,0,2.0,0.25,13.0,4.0,29,3,2,28.0,14.0,7.0,0.0,2,1,1,0.0,0.265625,6.0,6.0,45,5,2,35.0,15.0,8.0,0.8125,0.5,0.9411764705882353,0.5,0,0,0,1
2011-ausopen-1136,2,5.040816326530612,4.725635687720883,1.0,1,0,1,0.0,0.22448979591836735,9.0,3.0,34,10,5,21.0,8.0,6.0,2.0,4,2,2,0.0,0.2857142857142857,8.0,6.0,53,9,4,27.0,7.0,10.0,0.6363636363636364,0.45454545454545453,0.6428571428571429,0.6666666666666666,0,0,0,1
2011-usopen-2214,2,3.3174603174603177,3.5049522422101687,2.0,0,0,0,2.0,0.2222222222222222,12.0,4.0,34,5,5,28.0,11.0,8.0,1.0,4,3,1,3.0,0.2698412698412698,10.0,6.0,51,11,11,34.0,10.0,11.0,0.6428571428571429,0.7058823529411765,0.9411764705882353,0.6666666666666666,0,0,1,0
2011-ausopen-1501,2,6.584415584415584,5.463637330354996,0.0,5,3,2,0.0,0.4025974025974026,10.0,4.0,41,11,9,36.0,15.0,9.0,0.0,6,3,3,0.0,0.23376623376623376,13.0,6.0,56,13,9,40.0,14.0,15.0,0.5483870967741935,0.3888888888888889,0.5555555555555556,0.5555555555555556,0,0,0,1
2011-frenchopen-1132,2,2.3389830508474576,2.217564441325643,0.0,2,2,0,0.0,0.3050847457627119,13.0,3.0,32,6,4,26.0,11.0,6.0,1.0,1,0,1,1.0,0.288135593220339,13.0,6.0,53,6,3,32.0,7.0,8.0,0.6666666666666666,0.5,0.7647058823529411,0.6428571428571429,0,1,0,0
2011-ausopen-1133,1,3.6379310344827585,2.9421216587370136,2.0,3,1,2,0.0,0.3103448275862069,15.0,6.0,55,4,4,30.0,5.0,7.0,0.0,1,0,1,3.0,0.3103448275862069,15.0,4.0,35,11,11,27.0,8.0,7.0,0.7222222222222222,0.4,0.7222222222222222,0.375,0,0,0,1
2011-wimbledon-2407,1,2.108108108108108,1.6630591588292243,2.0,5,2,3,2.0,0.16216216216216217,6.0,6.0,69,4,4,26.0,3.0,13.0,0.0,0,0,0,2.0,0.35135135135135137,7.0,0.0,8,1,0,10.0,6.0,1.0,1.0,1.0,0.5384615384615384,0.14285714285714285,1,0,0,0
2011-wimbledon-1504,2,5.298245614035087,5.606007339964813,1.0,0,0,0,0.0,0.42105263157894735,13.0,2.0,28,6,3,22.0,9.0,9.0,5.0,7,5,2,0.0,0.22807017543859648,8.0,6.0,78,9,7,34.0,5.0,12.0,0.5416666666666666,0.5,0.9230769230769231,0.8,1,0,0,0
2011-usopen-1301,1,5.788461538461538,4.641401658059006,1.0,2,0,2,0.0,0.40384615384615385,9.0,6.0,53,2,1,31.0,8.0,5.0,0.0,1,0,1,1.0,0.3076923076923077,19.0,3.0,21,0,0,20.0,7.0,3.0,0.6666666666666666,0.625,0.375,0.8,0,0,1,0
2011-ausopen-1103,1,3.388888888888889,3.055565084795508,0.0,1,0,1,1.0,0.2962962962962963,7.0,6.0,51,3,3,31.0,5.0,6.0,3.0,0,0,0,2.0,0.3333333333333333,10.0,3.0,21,12,5,22.0,15.0,10.0,0.8125,0.7,0.7777777777777778,0.16666666666666666,0,0,0,1
2011-ausopen-1405,1,4.7407407407407405,4.911231583560836,2.0,3,1,2,0.0,0.3333333333333333,9.0,6.0,45,3,3,30.0,7.0,6.0,2.0,1,0,1,3.0,0.2777777777777778,7.0,4.0,30,1,1,23.0,17.0,7.0,0.8333333333333334,0.5714285714285714,0.7333333333333333,0.6,0,0,0,1
2011-ausopen-1301,1,5.171875,4.370008490420723,0.0,8,6,2,1.0,0.21875,8.0,6.0,62,2,2,36.0,6.0,8.0,3.0,1,1,0,0.0,0.421875,8.0,2.0,24,10,7,27.0,20.0,13.0,0.7142857142857143,0.6363636363636364,0.5925925925925926,0.2,0,0,0,1
2011-frenchopen-1218,2,3.2222222222222223,3.246598841927354,0.0,1,1,0,3.0,0.17777777777777778,9.0,1.0,8,3,0,16.0,9.0,3.0,2.0,2,0,2,1.0,0.26666666666666666,6.0,6.0,59,8,6,28.0,7.0,10.0,0.5,0.5714285714285714,0.8333333333333334,0.6153846153846154,0,1,0,0
