match_id,MAX(points.SetWinner),MEAN(points.Rally),STD(points.Rally),SUM(points.P1Ace),SUM(points.P1BreakPoint),SUM(points.P1BreakPointMissed),SUM(points.P1BreakPointWon),SUM(points.P1DoubleFault),MEAN(points.P1FirstSrvIn),SUM(points.P1ForcedError),MAX(points.P1GamesWon),MAX(points.P1Momentum),SUM(points.P1NetPoint),SUM(points.P1NetPointWon),MAX(points.P1PointsWon),SUM(points.P1UnfErr),SUM(points.P1Winner),SUM(points.P2Ace),SUM(points.P2BreakPoint),SUM(points.P2BreakPointMissed),SUM(points.P2BreakPointWon),SUM(points.P2DoubleFault),MEAN(points.P2FirstSrvIn),SUM(points.P2ForcedError),MAX(points.P2GamesWon),MAX(points.P2Momentum),SUM(points.P2NetPoint),SUM(points.P2NetPointWon),MAX(points.P2PointsWon),SUM(points.P2UnfErr),SUM(points.P2Winner),P1_1st_serve_percentage,P1_2nd_serve_percentage,P2_1st_serve_percentage,P2_2nd_serve_percentage,Wimbledon,French_Open,US_Open,Aus_Open
2011-ausopen-2309,1,5.2,4.1994397385421625,0.0,2,0,2,0.0,0.34285714285714286,4.0,6.0,60,6,5,25.0,3.0,9.0,0.0,0,0,0,0.0,0.2857142857142857,5.0,1.0,13,4,2,9.0,11.0,2.0,0.75,1.0,0.3,0.6,0,0,0,1
2011-frenchopen-1136,1,0.42168674698795183,1.7469170190388499,0.0,3,2,1,0.0,0.27710843373493976,13.0,7.0,66,10,4,43.0,10.0,12.0,5.0,2,1,1,1.0,0.24096385542168675,15.0,6.0,60,11,6,39.0,16.0,16.0,0.6956521739130435,0.6666666666666666,0.75,0.5217391304347826,0,1,0,0
2011-frenchopen-1228,2,4.7254901960784315,5.325705329334507,1.0,0,0,0,0.0,0.21568627450980393,8.0,3.0,26,3,1,21.0,10.0,7.0,2.0,2,1,1,1.0,0.3333333333333333,3.0,6.0,52,9,6,29.0,11.0,11.0,0.6363636363636364,0.6363636363636364,0.8823529411764706,0.6,0,1,0,0
2011-usopen-1109,1,3.4565217391304346,3.2434996308112107,1.0,3,1,2,1.0,0.2826086956521739,7.0,6.0,53,6,6,29.0,8.0,10.0,0.0,0,0,0,2.0,0.2826086956521739,8.0,2.0,12,1,1,16.0,11.0,1.0,0.8461538461538461,0.8333333333333334,0.5384615384615384,0.5,0,0,1,0
2011-wimbledon-2121,1,3.7948717948717947,3.3652988228894967,1.0,3,0,3,1.0,0.3076923076923077,7.0,6.0,68,4,3,26.0,4.0,12.0,0.0,0,0,0,2.0,0.46153846153846156,10.0,0.0,10,4,2,12.0,4.0,1.0,0.75,0.8,0.3888888888888889,,1,0,0,0
2011-ausopen-1232,2,5.842105263157895,5.479798854768469,2.0,0,0,0,1.0,0.47368421052631576,13.0,2.0,12,4,2,22.0,10.0,5.0,2.0,5,3,2,0.0,0.24561403508771928,9.0,6.0,66,11,10,34.0,8.0,11.0,0.5185185185185185,0.5,0.9285714285714286,0.5,0,0,0,1
2011-ausopen-1115,1,5.540983606557377,4.9550437956080104,0.0,5,3,2,0.0,0.4426229508196721,8.0,6.0,57,8,6,34.0,9.0,9.0,1.0,4,3,1,1.0,0.18032786885245902,7.0,3.0,21,12,7,26.0,18.0,9.0,0.6296296296296297,0.5714285714285714,0.6363636363636364,0.42857142857142855,0,0,0,1
2011-frenchopen-2109,2,4.021739130434782,4.519041837650409,1.0,1,0,1,5.0,0.21739130434782608,10.0,1.0,12,2,2,15.0,15.0,3.0,0.0,5,2,3,1.0,0.41304347826086957,4.0,6.0,47,3,2,30.0,8.0,5.0,0.5,0.4,0.7368421052631579,,0,1,0,0
2011-ausopen-1203,2,3.6296296296296298,3.857344361165458,5.0,0,0,0,1.0,0.4074074074074074,12.0,4.0,31,7,5,24.0,13.0,11.0,1.0,5,4,1,0.0,0.3148148148148148,9.0,6.0,53,1,1,29.0,4.0,4.0,0.7727272727272727,0.5,0.9411764705882353,0.5714285714285714,0,0,0,1
2011-ausopen-2157,1,3.8870967741935485,2.9593133824249267,1.0,2,0,2,2.0,0.3709677419354839,6.0,6.0,49,12,5,33.0,18.0,10.0,0.0,3,2,1,0.0,0.22580645161290322,13.0,4.0,18,4,1,28.0,10.0,4.0,0.6521739130434783,0.5833333333333334,0.35714285714285715,0.8,0,0,0,1
2011-usopen-2125,1,5.245283018867925,5.2546889697069545,1.0,7,5,2,2.0,0.33962264150943394,7.0,6.0,46,4,3,30.0,9.0,6.0,1.0,0,0,0,5.0,0.3018867924528302,11.0,2.0,19,7,5,21.0,14.0,5.0,0.7777777777777778,0.6,0.625,0.5,0,0,1,0
2011-frenchopen-2602,1,3.7971014492753623,3.7985280049333023,0.0,6,3,3,0.0,0.34782608695652173,16.0,6.0,53,1,1,37.0,10.0,14.0,0.0,6,4,2,5.0,0.3188405797101449,7.0,4.0,31,2,1,31.0,16.0,5.0,0.5833333333333334,0.45454545454545453,0.45454545454545453,0.8333333333333334,0,1,0,0
2011-frenchopen-1311,2,4.101694915254237,3.9290909506426512,1.0,1,1,0,1.0,0.3050847457627119,8.0,4.0,29,4,4,26.0,11.0,6.0,3.0,3,2,1,0.0,0.3559322033898305,12.0,6.0,63,13,9,32.0,8.0,13.0,0.7222222222222222,0.5454545454545454,0.7619047619047619,0.7142857142857143,0,1,0,0
2011-usopen-2701,2,4.434782608695652,4.150781312867057,3.0,0,0,0,1.0,0.1956521739130435,11.0,2.0,20,3,2,15.0,11.0,9.0,0.0,3,1,2,1.0,0.2608695652173913,2.0,6.0,67,6,4,30.0,4.0,8.0,0.5555555555555556,0.4375,0.9166666666666666,0.8333333333333334,0,0,1,0
2011-wimbledon-1220,1,3.7934782608695654,4.023387789812773,1.0,7,7,0,2.0,0.31521739130434784,20.0,7.0,73,13,8,48.0,8.0,10.0,4.0,3,3,0,3.0,0.33695652173913043,27.0,6.0,65,12,10,43.0,11.0,15.0,0.7931034482758621,0.6666666666666666,0.7096774193548387,0.6428571428571429,1,0,0,0
2011-usopen-1149,2,3.9791666666666665,3.3801018701338377,0.0,0,0,0,2.0,0.22916666666666666,10.0,2.0,14,4,3,17.0,14.0,3.0,2.0,2,0,2,0.0,0.3125,4.0,6.0,52,3,3,30.0,10.0,6.0,0.6363636363636364,0.375,0.8666666666666667,0.5454545454545454,0,0,1,0
2011-wimbledon-1502,1,3.634920634920635,3.5573712082033877,5.0,6,5,1,1.0,0.19047619047619047,13.0,6.0,81,10,8,37.0,2.0,13.0,2.0,0,0,0,3.0,0.3333333333333333,15.0,3.0,31,18,11,25.0,9.0,10.0,1.0,0.7272727272727273,0.7619047619047619,0.35714285714285715,1,0,0,0
2011-frenchopen-2401,1,2.659090909090909,2.5948063229669973,1.0,5,3,2,0.0,0.32954545454545453,9.0,7.0,37,9,7,44.0,24.0,14.0,1.0,5,3,2,2.0,0.3068181818181818,4.0,6.0,44,9,3,43.0,26.0,10.0,0.6206896551724138,0.4666666666666667,0.5925925925925926,0.5714285714285714,0,1,0,0
2011-frenchopen-1501,1,5.7,5.12983959176972,1.0,4,2,2,0.0,0.4,6.0,6.0,50,1,0,31.0,8.0,4.0,2.0,1,0,1,0.0,0.26666666666666666,12.0,4.0,44,5,4,28.0,15.0,14.0,0.5833333333333334,0.8,0.75,0.35714285714285715,0,1,0,0
2011-frenchopen-2126,1,3.7142857142857144,3.5169110870862297,1.0,6,4,2,1.0,0.2857142857142857,4.0,6.0,58,1,1,34.0,20.0,17.0,1.0,4,3,1,0.0,0.3968253968253968,8.0,4.0,29,1,1,28.0,9.0,4.0,0.6666666666666666,0.6363636363636364,0.56,0.42857142857142855,0,1,0,0
2011-ausopen-2303,2,3.787878787878788,3.1452780310767268,0.0,2,2,0,4.0,0.3181818181818182,9.0,4.0,21,9,5,29.0,18.0,6.0,0.0,2,1,1,1.0,0.2727272727272727,10.0,6.0,46,11,9,36.0,13.0,9.0,0.7142857142857143,0.5555555555555556,0.7222222222222222,0.75,0,0,0,1
2011-wimbledon-2303,2,3.3863636363636362,2.4420341224870548,1.0,2,1,1,1.0,0.22727272727272727,11.0,2.0,27,7,6,15.0,9.0,7.0,3.0,3,0,3,2.0,0.38636363636363635,6.0,6.0,63,4,3,28.0,2.0,8.0,0.5,0.2,0.6470588235294118,1.0,1,0,0,0
2011-usopen-1309,2,3.5806451612903225,3.5640797966142594,0.0,6,6,0,2.0,0.26881720430107525,16.0,6.0,66,4,4,47.0,7.0,12.0,8.0,0,0,0,3.0,0.3655913978494624,16.0,7.0,73,24,12,45.0,19.0,22.0,0.88,0.7333333333333333,0.7941176470588235,0.6923076923076923,0,0,1,0
2011-usopen-1135,1,3.9272727272727272,3.7803318757629056,2.0,2,1,1,0.0,0.41818181818181815,8.0,6.0,56,0,0,31.0,4.0,7.0,3.0,1,1,0,1.0,0.23636363636363636,9.0,3.0,32,5,3,23.0,15.0,11.0,0.6086956521739131,0.9,0.6153846153846154,0.7142857142857143,0,0,1,0
2011-ausopen-1205,1,5.387096774193548,5.42717762809314,5.0,1,0,1,1.0,0.41935483870967744,9.0,6.0,61,10,8,33.0,13.0,15.0,1.0,1,1,0,2.0,0.25806451612903225,9.0,3.0,27,5,2,28.0,9.0,6.0,0.6538461538461539,0.7777777777777778,0.8125,0.42857142857142855,0,0,0,1
2011-usopen-1124,2,3.6956521739130435,3.8817231915814636,1.0,4,4,0,0.0,0.17391304347826086,18.0,3.0,29,5,4,31.0,9.0,4.0,5.0,2,1,1,0.0,0.4782608695652174,12.0,6.0,56,1,1,37.0,15.0,10.0,0.6666666666666666,0.5833333333333334,0.7878787878787878,0.18181818181818182,0,0,1,0
2011-ausopen-2311,2,4.053571428571429,3.8772982292366365,1.0,2,1,1,0.0,0.26785714285714285,5.0,2.0,36,7,4,23.0,14.0,8.0,3.0,5,2,3,2.0,0.19642857142857142,6.0,6.0,63,1,1,32.0,9.0,13.0,0.4,0.4444444444444444,0.7272727272727273,0.5555555555555556,0,0,0,1
2011-usopen-2221,1,5.188679245283019,5.155492231119923,2.0,9,5,4,0.0,0.20754716981132076,3.0,6.0,52,6,5,31.0,14.0,10.0,0.0,2,0,2,2.0,0.2641509433962264,10.0,2.0,11,3,3,21.0,11.0,4.0,0.45454545454545453,0.5454545454545454,0.35714285714285715,0.35714285714285715,0,0,1,0
2011-ausopen-2206,2,3.9215686274509802,3.8618292932490017,1.0,2,1,1,4.0,0.4117647058823529,8.0,1.0,8,0,0,19.0,18.0,3.0,1.0,8,4,4,1.0,0.19607843137254902,5.0,6.0,46,2,2,31.0,11.0,5.0,0.47619047619047616,0.25,0.5,0.8333333333333334,0,0,0,1
2011-frenchopen-2601,2,4.019607843137255,3.765582005897263,2.0,0,0,0,1.0,0.27450980392156865,8.0,3.0,35,7,3,23.0,6.0,5.0,0.0,2,1,1,2.0,0.29411764705882354,11.0,6.0,49,7,6,27.0,7.0,13.0,0.7857142857142857,0.625,0.8,0.8,0,1,0,0
2011-wimbledon-2232,2,3.473684210526316,3.261046442107471,0.0,0,0,0,1.0,0.34210526315789475,11.0,1.0,16,6,2,12.0,8.0,3.0,2.0,3,0,3,0.0,0.3684210526315789,7.0,6.0,62,2,2,25.0,2.0,6.0,0.46153846153846156,0.2,0.7857142857142857,0.5,1,0,0,0
2011-usopen-2145,1,3.0,2.4392621835300936,2.0,5,2,3,0.0,0.17073170731707318,5.0,6.0,55,3,3,26.0,5.0,5.0,0.0,0,0,0,4.0,0.3902439024390244,6.0,1.0,16,2,1,14.0,15.0,4.0,0.8571428571428571,0.75,0.6875,0.0,0,0,1,0
2011-usopen-2159,2,2.9,2.704045932816168,0.0,3,2,1,3.0,0.21666666666666667,7.0,4.0,28,4,3,28.0,10.0,3.0,2.0,3,1,2,3.0,0.35,8.0,6.0,41,10,8,31.0,17.0,14.0,0.6153846153846154,0.7272727272727273,0.7619047619047619,0.5,0,0,1,0
2011-frenchopen-2206,1,2.2264150943396226,2.2329827364550403,1.0,4,2,2,1.0,0.39622641509433965,7.0,6.0,51,1,1,30.0,8.0,4.0,3.0,3,3,0,3.0,0.11320754716981132,11.0,2.0,21,5,3,22.0,15.0,7.0,0.7619047619047619,0.375,0.6666666666666666,0.5384615384615384,0,1,0,0
2011-ausopen-2224,2,4.282051282051282,3.02575539023092,0.0,0,0,0,1.0,0.23076923076923078,7.0,1.0,7,0,0,12.0,13.0,0.0,1.0,2,0,2,0.0,0.3076923076923077,3.0,6.0,47,4,3,26.0,9.0,6.0,0.5555555555555556,0.2857142857142857,0.75,0.7777777777777778,0,0,0,1
2011-wimbledon-2504,1,2.8,2.1570955529345,1.0,4,1,3,1.0,0.28,13.0,6.0,67,8,6,31.0,4.0,14.0,0.0,1,0,1,2.0,0.36,10.0,3.0,21,2,2,18.0,7.0,1.0,0.6428571428571429,0.8,0.4444444444444444,0.3333333333333333,1,0,0,0
2011-frenchopen-1154,2,3.171875,3.1348258223556758,0.0,1,1,0,1.0,0.171875,10.0,4.0,24,8,7,29.0,16.0,10.0,4.0,1,0,1,0.0,0.296875,9.0,6.0,58,4,2,34.0,10.0,8.0,0.8181818181818182,0.5555555555555556,0.7894736842105263,0.5714285714285714,0,1,0,0
2011-frenchopen-1125,1,3.180327868852459,2.7958790908604008,3.0,9,6,3,1.0,0.21311475409836064,10.0,6.0,67,8,6,35.0,9.0,17.0,1.0,3,2,1,2.0,0.36065573770491804,4.0,3.0,31,15,10,25.0,14.0,6.0,0.6923076923076923,0.75,0.5,0.5,0,1,0,0
2011-frenchopen-1135,1,2.4035087719298245,2.83384928222832,0.0,6,4,2,2.0,0.3333333333333333,5.0,6.0,49,1,0,35.0,10.0,7.0,0.0,3,3,0,1.0,0.22807017543859648,10.0,1.0,15,4,3,21.0,18.0,6.0,0.7894736842105263,0.7142857142857143,0.5384615384615384,0.42857142857142855,0,1,0,0
2011-ausopen-2217,2,5.673469387755102,5.166856130399713,4.0,6,4,2,2.0,0.3877551020408163,13.0,6.0,60,12,8,45.0,19.0,19.0,1.0,7,5,2,0.0,0.22448979591836735,13.0,7.0,90,9,8,52.0,13.0,20.0,0.5789473684210527,0.5,0.7727272727272727,0.47619047619047616,0,0,0,1
2011-ausopen-1310,2,4.357142857142857,4.0110908957808515,0.0,1,0,1,2.0,0.2857142857142857,7.0,2.0,12,1,0,13.0,10.0,1.0,1.0,4,1,3,0.0,0.30952380952380953,5.0,6.0,60,6,4,28.0,7.0,11.0,0.5,0.14285714285714285,0.6923076923076923,0.7142857142857143,0,0,0,1
2011-frenchopen-1404,1,6.6,6.0203046265625275,2.0,3,0,3,0.0,0.25,12.0,6.0,70,7,5,30.0,8.0,15.0,0.0,2,0,2,0.0,0.36666666666666664,10.0,4.0,51,4,2,29.0,5.0,9.0,0.5333333333333333,0.36363636363636365,0.5454545454545454,0.2727272727272727,0,1,0,0
2011-ausopen-2228,2,4.506329113924051,3.751490020974979,0.0,7,7,0,3.0,0.21518987341772153,13.0,3.0,31,8,7,36.0,17.0,12.0,0.0,4,3,1,2.0,0.46835443037974683,5.0,6.0,52,10,5,42.0,19.0,12.0,0.6470588235294118,0.5833333333333334,0.6756756756756757,0.42857142857142855,0,0,0,1
2011-frenchopen-2112,2,2.4285714285714284,2.642456886538084,0.0,2,2,0,2.0,0.30952380952380953,6.0,1.0,11,2,0,13.0,10.0,4.0,2.0,3,0,3,2.0,0.23809523809523808,1.0,6.0,64,1,1,28.0,8.0,12.0,0.38461538461538464,0.4444444444444444,0.8,1.0,0,1,0,0
2011-wimbledon-1304,2,3.851063829787234,4.201338934633014,1.0,0,0,0,2.0,0.3191489361702128,16.0,2.0,15,1,0,17.0,4.0,2.0,5.0,2,0,2,1.0,0.14893617021276595,12.0,6.0,71,3,3,29.0,3.0,9.0,0.5333333333333333,0.5714285714285714,0.8571428571428571,0.7857142857142857,1,0,0,0
2011-usopen-1311,1,5.191011235955056,4.191106396814304,2.0,6,4,2,2.0,0.29213483146067415,14.0,7.0,71,21,16,48.0,16.0,21.0,1.0,5,4,1,1.0,0.3595505617977528,10.0,5.0,46,4,2,40.0,17.0,10.0,0.6923076923076923,0.7272727272727273,0.5625,0.5625,0,0,1,0
2011-usopen-1314,1,4.9,5.573747990954261,7.0,2,0,2,0.0,0.35,1.0,6.0,75,5,4,26.0,4.0,11.0,3.0,0,0,0,1.0,0.3,7.0,1.0,15,3,2,13.0,8.0,8.0,0.8571428571428571,0.5714285714285714,0.5,0.4,0,0,1,0
2011-wimbledon-1105,1,3.5294117647058822,3.0672788662744312,2.0,5,2,3,0.0,0.3235294117647059,2.0,6.0,65,6,4,25.0,3.0,6.0,0.0,0,0,0,3.0,0.35294117647058826,12.0,1.0,12,3,0,8.0,7.0,3.0,0.9090909090909091,1.0,0.3333333333333333,0.6,1,0,0,0
2011-frenchopen-1105,2,2.8703703703703702,2.8750474732506843,3.0,0,0,0,3.0,0.2962962962962963,9.0,3.0,25,3,2,21.0,9.0,8.0,3.0,2,1,1,0.0,0.3333333333333333,7.0,6.0,70,6,5,32.0,6.0,14.0,0.625,0.6666666666666666,0.8333333333333334,0.7142857142857143,0,1,0,0
2011-frenchopen-1316,2,2.8983050847457625,4.547431693688956,1.0,1,1,0,2.0,0.2542372881355932,9.0,3.0,15,6,2,23.0,14.0,5.0,1.0,3,2,1,0.0,0.3389830508474576,8.0,6.0,62,7,6,35.0,10.0,12.0,0.6666666666666666,0.46153846153846156,0.85,0.5,0,1,0,0
2011-ausopen-1309,1,4.136363636363637,4.532009714325418,1.0,3,0,3,1.0,0.38636363636363635,6.0,6.0,72,5,3,27.0,5.0,12.0,2.0,1,0,1,1.0,0.29545454545454547,7.0,2.0,19,3,2,16.0,8.0,5.0,0.7647058823529411,,0.5384615384615384,0.36363636363636365,0,0,0,1
2011-wimbledon-1209,1,4.770833333333333,4.28376243124848,2.0,3,1,2,0.0,0.25,11.0,6.0,56,7,5,27.0,3.0,5.0,0.0,0,0,0,3.0,0.3125,15.0,3.0,30,8,6,20.0,7.0,6.0,0.9166666666666666,0.5555555555555556,0.6666666666666666,0.625,1,0,0,0
2011-ausopen-2148,2,5.5,4.0798481945193235,0.0,0,0,0,1.0,0.3125,11.0,0.0,5,3,1,7.0,4.0,2.0,0.0,4,1,3,0.0,0.375,1.0,6.0,65,5,5,24.0,4.0,9.0,0.3,0.2,0.8333333333333334,0.6666666666666666,0,0,0,1
2011-ausopen-2314,2,5.065573770491803,4.0941781937242565,1.0,3,1,2,0.0,0.19672131147540983,15.0,3.0,34,10,4,26.0,6.0,8.0,2.0,6,3,3,2.0,0.36065573770491804,4.0,6.0,63,8,5,34.0,14.0,13.0,0.4166666666666667,0.4666666666666667,0.6363636363636364,0.5555555555555556,0,0,0,1
2011-ausopen-1114,1,3.7936507936507935,3.848580509824915,2.0,4,3,1,0.0,0.3333333333333333,6.0,6.0,50,9,5,33.0,17.0,8.0,1.0,1,1,0,1.0,0.25396825396825395,9.0,4.0,17,5,2,29.0,16.0,6.0,0.6666666666666666,0.6923076923076923,0.6875,0.6363636363636364,0,0,0,1
2011-wimbledon-1226,1,3.796875,3.6825615976701482,2.0,6,5,1,1.0,0.3125,14.0,6.0,71,7,5,35.0,7.0,13.0,4.0,0,0,0,0.0,0.390625,20.0,4.0,48,0,0,28.0,2.0,7.0,0.8,0.625,0.64,0.4444444444444444,1,0,0,0
2011-ausopen-2211,2,3.6875,2.7824563773873425,0.0,5,2,3,3.0,0.3125,7.0,4.0,30,3,1,31.0,15.0,9.0,0.0,6,2,4,4.0,0.296875,2.0,6.0,39,2,2,32.0,20.0,10.0,0.4,0.5555555555555556,0.5263157894736842,0.375,0,0,0,1
2011-usopen-1306,2,4.71875,4.28388197046115,2.0,3,2,1,3.0,0.3333333333333333,21.0,6.0,52,17,10,46.0,13.0,8.0,4.0,2,1,1,1.0,0.3125,20.0,7.0,70,13,9,49.0,18.0,15.0,0.71875,0.5384615384615384,0.7666666666666667,0.5,0,0,1,0
2011-ausopen-2134,1,4.541666666666667,4.068343451543431,4.0,2,0,2,1.0,0.4583333333333333,5.0,6.0,66,6,5,27.0,7.0,10.0,1.0,1,1,0,1.0,0.25,9.0,2.0,23,1,0,20.0,8.0,8.0,0.7272727272727273,0.4,0.5833333333333334,0.5,0,0,0,1
2011-usopen-1117,1,3.409090909090909,2.7678220970357117,0.0,8,5,3,2.0,0.24242424242424243,7.0,6.0,53,10,6,35.0,17.0,12.0,2.0,2,0,2,0.0,0.24242424242424243,14.0,4.0,34,1,0,30.0,9.0,6.0,0.625,0.5454545454545454,0.5,0.45,0,0,1,0
2011-ausopen-2404,1,4.081967213114754,3.333142071015541,1.0,2,0,2,1.0,0.45901639344262296,7.0,6.0,62,4,4,34.0,13.0,14.0,2.0,4,3,1,3.0,0.3114754098360656,12.0,3.0,25,4,4,26.0,8.0,6.0,0.6428571428571429,0.625,0.631578947368421,0.0,0,0,0,1
2011-usopen-1312,2,4.916666666666667,4.358079524613697,0.0,0,0,0,3.0,0.1111111111111111,5.0,1.0,13,10,4,7.0,15.0,2.0,0.0,4,2,2,0.0,0.3888888888888889,3.0,6.0,61,2,2,28.0,2.0,8.0,0.25,0.5,1.0,1.0,0,0,1,0
2011-wimbledon-1307,2,2.8947368421052633,2.2966140490351363,2.0,3,2,1,1.0,0.3333333333333333,11.0,3.0,32,5,4,23.0,8.0,6.0,1.0,3,0,3,1.0,0.24561403508771928,11.0,6.0,70,19,11,33.0,6.0,14.0,0.5263157894736842,0.3,0.5714285714285714,0.7272727272727273,1,0,0,0
2011-frenchopen-1207,2,4.402777777777778,3.7290625723138,2.0,0,0,0,0.0,0.2777777777777778,18.0,5.0,35,3,2,30.0,10.0,7.0,1.0,3,2,1,0.0,0.2361111111111111,9.0,7.0,69,14,10,41.0,14.0,13.0,0.65,0.5454545454545454,0.8235294117647058,0.8333333333333334,0,1,0,0
2011-usopen-1108,2,4.2592592592592595,3.567067318158032,2.0,0,0,0,1.0,0.3888888888888889,12.0,4.0,49,9,6,24.0,6.0,13.0,3.0,1,0,1,0.0,0.35185185185185186,5.0,6.0,67,7,5,29.0,6.0,11.0,0.7142857142857143,0.6,0.8421052631578947,0.5714285714285714,0,0,1,0
2011-ausopen-1403,1,3.076923076923077,3.311738416003352,2.0,3,1,2,1.0,0.41025641025641024,5.0,6.0,58,2,2,25.0,4.0,7.0,1.0,0,0,0,1.0,0.07692307692307693,11.0,1.0,14,2,1,13.0,7.0,4.0,0.8125,0.5,1.0,0.2222222222222222,0,0,0,1
2011-frenchopen-2116,2,2.6140350877192984,2.820552035411003,1.0,1,0,1,5.0,0.3157894736842105,5.0,2.0,30,3,2,23.0,10.0,10.0,4.0,7,4,3,0.0,0.2807017543859649,6.0,6.0,82,5,4,33.0,7.0,18.0,0.4444444444444444,0.625,0.625,0.5555555555555556,0,1,0,0
2011-frenchopen-2105,2,3.3092783505154637,3.4380251863723434,0.0,7,4,3,3.0,0.38144329896907214,12.0,6.0,51,14,7,46.0,24.0,13.0,1.0,11,8,3,6.0,0.23711340206185566,14.0,7.0,48,24,20,50.0,19.0,14.0,0.4864864864864865,0.3333333333333333,0.6521739130434783,0.3333333333333333,0,1,0,0
2011-ausopen-2601,1,5.716981132075472,4.8491766092913835,0.0,6,4,2,1.0,0.2830188679245283,10.0,6.0,44,3,2,31.0,4.0,2.0,0.0,2,1,1,2.0,0.33962264150943394,12.0,3.0,17,9,4,21.0,17.0,7.0,0.8666666666666667,0.5,0.5,0.6666666666666666,0,0,0,1
2011-frenchopen-1164,2,4.325581395348837,4.612203947048465,1.0,0,0,0,3.0,0.27906976744186046,7.0,2.0,14,5,2,15.0,13.0,5.0,0.0,3,1,2,1.0,0.3023255813953488,4.0,6.0,49,8,6,27.0,6.0,7.0,0.6666666666666666,0.5,0.8461538461538461,1.0,0,1,0,0
2011-frenchopen-1701,1,4.469135802469136,4.272254731851457,0.0,3,1,2,1.0,0.41975308641975306,14.0,7.0,68,4,3,41.0,10.0,9.0,3.0,5,4,1,0.0,0.2962962962962963,16.0,5.0,56,11,6,39.0,16.0,15.0,0.6470588235294118,0.4444444444444444,0.7083333333333334,0.3333333333333333,0,1,0,0
2011-frenchopen-1315,1,5.192982456140351,4.933263902512167,3.0,8,6,2,0.0,0.3157894736842105,6.0,6.0,62,5,5,34.0,7.0,7.0,1.0,0,0,0,2.0,0.3684210526315789,11.0,2.0,26,13,5,22.0,16.0,9.0,0.7222222222222222,0.6666666666666666,0.5238095238095238,0.4444444444444444,0,1,0,0
2011-wimbledon-1403,1,4.1625,4.276647657906063,3.0,0,0,0,0.0,0.3125,21.0,7.0,81,9,6,38.0,3.0,13.0,1.0,1,1,0,0.0,0.35,22.0,6.0,84,13,10,41.0,3.0,17.0,0.76,0.5263157894736842,0.75,0.7142857142857143,1,0,0,0
2011-usopen-2307,2,4.238095238095238,4.556860427808311,0.0,5,5,0,0.0,0.3333333333333333,10.0,4.0,26,7,2,28.0,15.0,6.0,2.0,1,0,1,3.0,0.31746031746031744,9.0,6.0,45,2,2,34.0,13.0,9.0,0.6190476190476191,0.8333333333333334,0.8,0.75,0,0,1,0
2011-usopen-2228,2,3.5,3.5701756043861264,2.0,2,2,0,0.0,0.19696969696969696,18.0,3.0,27,8,3,29.0,9.0,8.0,0.0,3,2,1,2.0,0.3484848484848485,8.0,6.0,57,4,4,36.0,13.0,9.0,0.5384615384615384,0.625,0.782608695652174,0.5454545454545454,0,0,1,0
2011-usopen-2502,1,3.5135135135135136,2.9248263886809545,3.0,5,1,4,0.0,0.25675675675675674,5.0,7.0,73,8,3,42.0,16.0,17.0,0.0,6,3,3,3.0,0.2972972972972973,8.0,5.0,24,6,4,31.0,17.0,10.0,0.7368421052631579,0.3333333333333333,0.5454545454545454,0.18181818181818182,0,0,1,0
2011-frenchopen-1405,2,2.7313432835820897,4.32253464347103,1.0,1,0,1,1.0,0.40298507462686567,14.0,4.0,38,6,4,29.0,8.0,9.0,4.0,7,5,2,2.0,0.2537313432835821,10.0,6.0,71,5,2,37.0,10.0,15.0,0.6666666666666666,0.23076923076923078,0.8823529411764706,0.3333333333333333,0,1,0,0
2011-usopen-2601,2,4.655737704918033,3.511339943201357,0.0,4,3,1,1.0,0.3770491803278688,9.0,2.0,10,0,0,26.0,10.0,0.0,5.0,9,6,3,1.0,0.21311475409836064,7.0,6.0,50,10,9,34.0,19.0,15.0,0.43478260869565216,0.5,0.7692307692307693,0.4166666666666667,0,0,1,0
2011-wimbledon-2132,2,3.05,2.7272945556394044,0.0,4,3,1,4.0,0.2,15.0,3.0,30,3,3,24.0,9.0,10.0,3.0,2,0,2,1.0,0.3,10.0,6.0,75,8,5,35.0,4.0,11.0,0.5,0.625,0.7777777777777778,0.5,1,0,0,0
2011-ausopen-1220,1,4.12,3.93124584292957,3.0,7,5,2,0.0,0.26,5.0,6.0,75,3,2,31.0,4.0,14.0,3.0,0,0,0,1.0,0.42,5.0,2.0,27,0,0,18.0,12.0,9.0,0.8461538461538461,0.7142857142857143,0.5714285714285714,0.2857142857142857,0,0,0,1
2011-frenchopen-1401,1,3.7162162162162162,3.6696469550255033,0.0,8,6,2,0.0,0.25675675675675674,10.0,7.0,54,5,5,40.0,12.0,5.0,6.0,1,0,1,1.0,0.32432432432432434,13.0,5.0,43,7,4,33.0,22.0,11.0,0.7368421052631579,0.5833333333333334,0.75,0.29411764705882354,0,1,0,0
2011-usopen-2121,2,5.35632183908046,4.06052182319102,1.0,4,2,2,2.0,0.2988505747126437,11.0,6.0,45,6,5,42.0,18.0,11.0,2.0,5,3,2,3.0,0.3103448275862069,14.0,7.0,56,5,4,44.0,17.0,15.0,0.5769230769230769,0.625,0.7037037037037037,0.5,0,0,1,0
